문항코드,평가종류,출제단계,문항유형,감성,평가영역,정답
1535,사전평가,4단계,객관식,부정형,말하기+한국문화,4
1536,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,3
1537,중간평가,2단계,객관식,긍정형,문법,2
1538,사전평가,1단계,단답형,부정형,어휘,1
1539,사전평가,3단계,객관식,긍정형,말하기+한국사회,3
1540,귀화용종합평가,2단계,객관식,해당없음,문법,3
1541,사전평가,1단계,객관식,긍정형,말하기,2
1542,사전평가,1단계,단답형,부정형,담화,3
1543,사전평가,2단계,구술형,해당없음,발음,4
1544,사전평가,1단계,객관식,긍정형,발음,3
1545,사전평가,2단계,객관식,긍정형,읽기,2
1546,영주용종합평가,1단계,구술형,해당없음,대한민국 국민의 기본 소양,1
1547,사전평가,2단계,객관식,부정형,문법,3
1548,귀화용종합평가,1단계,객관식,부정형,읽기,3
1549,사전평가,1단계,객관식,부정형,문법,1
1550,사전평가,1단계,단답형,부정형,말하기+한국사회,4
1551,사전평가,4단계,객관식,해당없음,담화,3
1552,귀화용종합평가,1단계,객관식,부정형,어휘,4
1553,사전평가,2단계,객관식,해당없음,말하기+한국사회,1
1554,사전평가,2단계,객관식,부정형,말하기,1
1555,영주용종합평가,2단계,구술형,해당없음,발음,2
1556,사전평가,2단계,객관식,부정형,담화,2
1557,사전평가,2단계,객관식,긍정형,담화,2
1558,귀화용종합평가,1단계,객관식,해당없음,쓰기,3
1559,사전평가,3단계,객관식,부정형,말하기,4
1560,사전평가,2단계,단답형,해당없음,읽기,2
1561,사전평가,3단계,작문형,해당없음,말하기,4
1562,사전평가,3단계,객관식,부정형,문화,1
1563,사전평가,2단계,객관식,긍정형,말하기+한국사회,2
1564,사전평가,2단계,객관식,해당없음,문화,3
1565,사전평가,1단계,객관식,부정형,말하기+문화,2
1566,사전평가,3단계,객관식,해당없음,발음,4
1567,사전평가,5단계-한국사회-기본,객관식,부정형,문화,3
1568,사전평가,2단계,객관식,부정형,말하기,2
1569,사전평가,3단계,객관식,부정형,쓰기,1
1570,사전평가,3단계,작문형,부정형,문화,1
1571,영주용종합평가,4단계,객관식,부정형,말하기+문화,1
1572,중간평가,1단계,객관식,긍정형,말하기+한국문화,2
1573,사전평가,1단계,객관식,부정형,문법,2
1574,중간평가,1단계,객관식,긍정형,읽기,3
1575,사전평가,1단계,객관식,부정형,읽기,1
1576,사전평가,3단계,객관식,부정형,담화,3
1577,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,3
1578,사전평가,2단계,객관식,부정형,말하기+한국문화,1
1579,사전평가,3단계,객관식,긍정형,문법,2
1580,사전평가,1단계,구술형,해당없음,쓰기,1
1581,사전평가,1단계,구술형,부정형,말하기+한국문화,2
1582,중간평가,5단계-한국사회-심화,객관식,긍정형,문법,1
1583,사전평가,5단계-한국사회-심화,객관식,긍정형,담화,3
1584,영주용종합평가,3단계,객관식,부정형,말하기+한국사회,2
1585,귀화용종합평가,5단계-한국사회-심화,객관식,해당없음,말하기,3
1586,사전평가,1단계,객관식,부정형,말하기+한국사회,2
1587,사전평가,3단계,객관식,긍정형,문법,3
1588,귀화용종합평가,3단계,구술형,해당없음,발음,4
1589,사전평가,2단계,객관식,긍정형,어휘,1
1590,사전평가,3단계,객관식,부정형,말하기+한국사회,1
1591,귀화용종합평가,2단계,객관식,긍정형,읽기,1
1592,사전평가,3단계,객관식,긍정형,문법,3
1593,사전평가,3단계,작문형,긍정형,문화,3
1594,사전평가,3단계,단답형,부정형,쓰기,1
1595,사전평가,2단계,객관식,긍정형,쓰기,4
1596,영주용종합평가,5단계-한국사회-심화,단답형,긍정형,문법,3
1597,영주용종합평가,2단계,객관식,부정형,어휘,1
1598,사전평가,4단계,객관식,긍정형,말하기+문화,4
1599,중간평가,2단계,객관식,해당없음,문법,4
1600,사전평가,3단계,객관식,부정형,발음,3
1601,사전평가,1단계,객관식,부정형,쓰기,3
1602,사전평가,2단계,구술형,해당없음,말하기,1
1603,사전평가,1단계,단답형,해당없음,쓰기,1
1604,사전평가,4단계,작문형,부정형,문법,2
1605,사전평가,1단계,객관식,부정형,읽기,4
1606,사전평가,4단계,객관식,긍정형,읽기,4
1607,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,2
1608,귀화용종합평가,2단계,객관식,긍정형,말하기+문화,4
1609,사전평가,2단계,객관식,부정형,담화,1
1610,사전평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,2
1611,사전평가,3단계,단답형,긍정형,담화,3
1612,사전평가,2단계,객관식,긍정형,담화,2
1613,사전평가,1단계,객관식,해당없음,담화,3
1614,사전평가,1단계,객관식,긍정형,쓰기,3
1615,사전평가,4단계,객관식,해당없음,문법,3
1616,귀화용종합평가,1단계,객관식,부정형,쓰기,4
1617,영주용종합평가,2단계,객관식,해당없음,문법,2
1618,중간평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,1
1619,사전평가,4단계,객관식,해당없음,발음,3
1620,사전평가,1단계,객관식,긍정형,쓰기,4
1621,영주용종합평가,2단계,객관식,해당없음,말하기+한국문화,2
1622,사전평가,4단계,객관식,긍정형,말하기+문화,3
1623,사전평가,3단계,객관식,해당없음,문법,4
1624,사전평가,5단계-한국사회-심화,객관식,부정형,대한민국 국민의 기본 소양,4
1625,영주용종합평가,1단계,작문형,부정형,말하기+한국사회,4
1626,사전평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,1
1627,사전평가,5단계-한국사회-기본,객관식,긍정형,대한민국 국민의 기본 소양,4
1628,귀화용종합평가,3단계,작문형,긍정형,어휘,4
1629,중간평가,2단계,객관식,긍정형,담화,1
1630,사전평가,4단계,객관식,긍정형,문법,4
1631,중간평가,4단계,객관식,해당없음,말하기+한국문화,3
1632,귀화용종합평가,1단계,단답형,긍정형,발음,4
1633,중간평가,4단계,단답형,부정형,어휘,3
1634,사전평가,4단계,객관식,해당없음,어휘,4
1635,귀화용종합평가,5단계-한국사회-기본,단답형,긍정형,어휘,2
1636,사전평가,2단계,객관식,해당없음,발음,2
1637,귀화용종합평가,3단계,객관식,긍정형,담화,4
1638,사전평가,2단계,객관식,긍정형,문화,4
1639,사전평가,3단계,구술형,부정형,쓰기,1
1640,귀화용종합평가,1단계,구술형,긍정형,대한민국 국민의 기본 소양,4
1641,사전평가,2단계,객관식,부정형,어휘,3
1642,영주용종합평가,2단계,구술형,긍정형,말하기+한국문화,1
1643,사전평가,3단계,객관식,해당없음,발음,1
1644,사전평가,2단계,객관식,해당없음,말하기+문화,4
1645,사전평가,5단계-한국사회-심화,작문형,해당없음,말하기+한국문화,3
1646,사전평가,1단계,객관식,긍정형,문법,4
1647,영주용종합평가,3단계,단답형,해당없음,대한민국 국민의 기본 소양,1
1648,사전평가,3단계,객관식,부정형,문화,1
1649,사전평가,1단계,객관식,부정형,말하기+한국문화,4
1650,사전평가,2단계,객관식,긍정형,문법,3
1651,귀화용종합평가,1단계,객관식,해당없음,읽기,4
1652,사전평가,2단계,객관식,부정형,말하기+한국문화,2
1653,영주용종합평가,2단계,작문형,긍정형,대한민국 국민의 기본 소양,2
1654,사전평가,1단계,객관식,해당없음,읽기,2
1655,사전평가,4단계,구술형,부정형,읽기,3
1656,사전평가,2단계,단답형,부정형,문화,4
1657,영주용종합평가,2단계,구술형,부정형,말하기+문화,2
1658,사전평가,1단계,객관식,긍정형,어휘,2
1659,사전평가,1단계,객관식,긍정형,말하기,2
1660,사전평가,1단계,객관식,긍정형,말하기+한국문화,2
1661,사전평가,2단계,객관식,해당없음,발음,1
1662,사전평가,2단계,단답형,긍정형,대한민국 국민의 기본 소양,4
1663,사전평가,2단계,객관식,해당없음,문화,3
1664,영주용종합평가,1단계,구술형,해당없음,대한민국 국민의 기본 소양,3
1665,사전평가,4단계,구술형,긍정형,말하기+한국사회,4
1666,사전평가,3단계,객관식,부정형,담화,1
1667,사전평가,1단계,객관식,부정형,말하기+문화,1
1668,귀화용종합평가,3단계,객관식,부정형,읽기,2
1669,영주용종합평가,2단계,단답형,해당없음,읽기,3
1670,사전평가,2단계,구술형,긍정형,말하기+한국문화,1
1671,사전평가,3단계,객관식,긍정형,발음,1
1672,영주용종합평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,4
1673,중간평가,5단계-한국사회-기본,객관식,해당없음,읽기,4
1674,영주용종합평가,3단계,구술형,부정형,발음,2
1675,사전평가,2단계,객관식,해당없음,말하기+한국문화,2
1676,사전평가,2단계,단답형,부정형,문화,3
1677,사전평가,2단계,구술형,긍정형,말하기+한국사회,3
1678,영주용종합평가,3단계,객관식,해당없음,말하기+문화,1
1679,사전평가,5단계-한국사회-심화,객관식,해당없음,말하기+한국문화,4
1680,중간평가,2단계,구술형,긍정형,말하기,3
1681,사전평가,3단계,객관식,부정형,문법,1
1682,사전평가,2단계,객관식,부정형,담화,3
1683,사전평가,1단계,구술형,긍정형,읽기,1
1684,사전평가,2단계,객관식,부정형,말하기,1
1685,귀화용종합평가,1단계,구술형,해당없음,쓰기,3
1686,중간평가,2단계,구술형,긍정형,대한민국 국민의 기본 소양,2
1687,사전평가,1단계,단답형,긍정형,문법,4
1688,사전평가,1단계,객관식,긍정형,쓰기,4
1689,사전평가,2단계,단답형,부정형,쓰기,1
1690,사전평가,3단계,객관식,부정형,말하기,4
1691,사전평가,3단계,구술형,긍정형,문법,1
1692,사전평가,1단계,객관식,해당없음,말하기,4
1693,사전평가,3단계,객관식,해당없음,말하기+문화,1
1694,사전평가,2단계,객관식,긍정형,말하기,1
1695,사전평가,3단계,객관식,해당없음,쓰기,2
1696,사전평가,5단계-한국사회-기본,객관식,해당없음,말하기+한국사회,1
1697,사전평가,1단계,객관식,부정형,쓰기,4
1698,귀화용종합평가,4단계,객관식,긍정형,말하기+한국문화,1
1699,사전평가,5단계-한국사회-기본,객관식,해당없음,담화,2
1700,사전평가,5단계-한국사회-기본,구술형,해당없음,말하기+한국사회,3
1701,사전평가,1단계,작문형,부정형,발음,4
1702,사전평가,3단계,작문형,부정형,대한민국 국민의 기본 소양,2
1703,사전평가,4단계,구술형,해당없음,말하기+한국문화,3
1704,사전평가,1단계,객관식,긍정형,말하기+한국문화,1
1705,영주용종합평가,2단계,객관식,부정형,어휘,3
1706,귀화용종합평가,1단계,단답형,부정형,발음,3
1707,사전평가,2단계,객관식,해당없음,문화,2
1708,사전평가,1단계,단답형,해당없음,문법,4
1709,사전평가,1단계,구술형,해당없음,말하기+한국문화,4
1710,사전평가,2단계,객관식,부정형,어휘,2
1711,사전평가,1단계,객관식,긍정형,어휘,1
1712,귀화용종합평가,5단계-한국사회-기본,단답형,해당없음,담화,1
1713,사전평가,2단계,객관식,해당없음,읽기,1
1714,중간평가,1단계,단답형,긍정형,말하기+한국문화,2
1715,사전평가,1단계,객관식,부정형,문법,2
1716,사전평가,4단계,구술형,긍정형,쓰기,2
1717,사전평가,2단계,객관식,긍정형,발음,1
1718,귀화용종합평가,2단계,객관식,해당없음,말하기+한국문화,2
1719,사전평가,1단계,구술형,부정형,말하기+한국문화,1
1720,영주용종합평가,2단계,객관식,긍정형,읽기,2
1721,사전평가,1단계,객관식,해당없음,말하기,1
1722,사전평가,3단계,객관식,해당없음,말하기,2
1723,중간평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,1
1724,중간평가,4단계,작문형,부정형,말하기+한국사회,3
1725,사전평가,1단계,객관식,해당없음,말하기+한국사회,4
1726,사전평가,3단계,객관식,해당없음,문법,4
1727,중간평가,2단계,객관식,해당없음,말하기+문화,2
1728,영주용종합평가,1단계,객관식,해당없음,담화,4
1729,사전평가,3단계,작문형,해당없음,담화,2
1730,사전평가,4단계,구술형,해당없음,문법,1
1731,사전평가,3단계,객관식,부정형,문법,1
1732,사전평가,4단계,객관식,부정형,말하기+한국사회,3
1733,사전평가,1단계,객관식,해당없음,담화,2
1734,중간평가,3단계,객관식,긍정형,문화,3
1735,사전평가,2단계,객관식,부정형,어휘,2
1736,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,4
1737,귀화용종합평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,1
1738,귀화용종합평가,1단계,객관식,해당없음,말하기,2
1739,사전평가,1단계,객관식,긍정형,말하기+한국사회,4
1740,사전평가,1단계,객관식,해당없음,말하기+문화,3
1741,사전평가,2단계,단답형,긍정형,어휘,4
1742,귀화용종합평가,1단계,작문형,긍정형,말하기+한국문화,3
1743,사전평가,2단계,객관식,부정형,말하기+한국사회,1
1744,사전평가,1단계,객관식,부정형,말하기+한국문화,1
1745,귀화용종합평가,4단계,객관식,긍정형,말하기+문화,3
1746,귀화용종합평가,2단계,객관식,긍정형,말하기+문화,1
1747,사전평가,5단계-한국사회-기본,단답형,해당없음,문법,2
1748,사전평가,5단계-한국사회-심화,객관식,긍정형,어휘,4
1749,영주용종합평가,4단계,객관식,긍정형,말하기,4
1750,사전평가,5단계-한국사회-기본,구술형,해당없음,말하기+한국사회,1
1751,귀화용종합평가,2단계,단답형,해당없음,어휘,2
1752,사전평가,3단계,객관식,부정형,문화,1
1753,사전평가,1단계,객관식,긍정형,쓰기,3
1754,사전평가,1단계,객관식,해당없음,말하기+문화,3
1755,사전평가,1단계,객관식,부정형,어휘,1
1756,사전평가,3단계,객관식,해당없음,말하기+한국문화,3
1757,사전평가,2단계,객관식,해당없음,읽기,1
1758,사전평가,3단계,객관식,부정형,읽기,3
1759,사전평가,2단계,객관식,해당없음,말하기,3
1760,귀화용종합평가,2단계,단답형,부정형,문화,1
1761,사전평가,3단계,객관식,부정형,읽기,1
1762,중간평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,2
1763,영주용종합평가,3단계,객관식,해당없음,말하기+한국사회,4
1764,사전평가,2단계,객관식,해당없음,어휘,1
1765,귀화용종합평가,1단계,객관식,해당없음,쓰기,4
1766,사전평가,4단계,객관식,부정형,말하기,1
1767,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,2
1768,사전평가,4단계,객관식,해당없음,대한민국 국민의 기본 소양,1
1769,사전평가,2단계,객관식,긍정형,말하기+문화,3
1770,사전평가,1단계,객관식,긍정형,발음,2
1771,사전평가,2단계,객관식,부정형,담화,4
1772,사전평가,2단계,객관식,부정형,문화,4
1773,사전평가,2단계,단답형,부정형,발음,1
1774,사전평가,5단계-한국사회-기본,객관식,긍정형,쓰기,4
1775,사전평가,1단계,작문형,부정형,읽기,4
1776,사전평가,2단계,객관식,부정형,말하기+문화,2
1777,사전평가,5단계-한국사회-심화,객관식,해당없음,발음,1
1778,사전평가,5단계-한국사회-심화,객관식,부정형,대한민국 국민의 기본 소양,2
1779,영주용종합평가,4단계,작문형,긍정형,문법,2
1780,사전평가,3단계,구술형,해당없음,대한민국 국민의 기본 소양,1
1781,영주용종합평가,3단계,객관식,해당없음,발음,1
1782,사전평가,2단계,객관식,부정형,쓰기,1
1783,영주용종합평가,5단계-한국사회-기본,객관식,부정형,어휘,4
1784,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,3
1785,사전평가,2단계,객관식,긍정형,어휘,4
1786,사전평가,5단계-한국사회-심화,객관식,해당없음,말하기+문화,2
1787,귀화용종합평가,1단계,객관식,부정형,읽기,4
1788,귀화용종합평가,2단계,단답형,긍정형,담화,1
1789,영주용종합평가,5단계-한국사회-심화,객관식,해당없음,담화,2
1790,사전평가,2단계,객관식,해당없음,쓰기,2
1791,사전평가,2단계,구술형,긍정형,읽기,3
1792,영주용종합평가,5단계-한국사회-기본,객관식,부정형,말하기+한국사회,3
1793,사전평가,2단계,객관식,긍정형,말하기+한국문화,2
1794,사전평가,2단계,객관식,긍정형,읽기,4
1795,사전평가,2단계,구술형,긍정형,말하기+한국사회,4
1796,사전평가,5단계-한국사회-기본,작문형,부정형,말하기+문화,1
1797,사전평가,2단계,객관식,해당없음,담화,3
1798,사전평가,3단계,단답형,긍정형,말하기,4
1799,사전평가,5단계-한국사회-심화,구술형,긍정형,말하기,4
1800,귀화용종합평가,1단계,객관식,해당없음,쓰기,3
1801,사전평가,1단계,객관식,긍정형,말하기+한국문화,3
1802,사전평가,4단계,객관식,긍정형,말하기,4
1803,사전평가,1단계,작문형,긍정형,말하기+한국사회,2
1804,사전평가,2단계,객관식,해당없음,읽기,4
1805,사전평가,4단계,객관식,부정형,말하기+한국사회,4
1806,사전평가,2단계,단답형,부정형,말하기+한국사회,3
1807,사전평가,3단계,객관식,긍정형,어휘,3
1808,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,1
1809,영주용종합평가,5단계-한국사회-심화,객관식,해당없음,발음,4
1810,사전평가,5단계-한국사회-기본,구술형,긍정형,말하기,4
1811,사전평가,2단계,객관식,해당없음,어휘,2
1812,귀화용종합평가,3단계,객관식,긍정형,말하기+한국사회,1
1813,사전평가,3단계,객관식,부정형,읽기,2
1814,사전평가,4단계,객관식,긍정형,쓰기,1
1815,사전평가,4단계,객관식,긍정형,발음,4
1816,귀화용종합평가,2단계,단답형,긍정형,말하기+한국사회,4
1817,사전평가,1단계,단답형,해당없음,말하기+문화,1
1818,사전평가,1단계,객관식,긍정형,어휘,4
1819,영주용종합평가,2단계,객관식,해당없음,읽기,3
1820,사전평가,3단계,객관식,해당없음,말하기+한국사회,2
1821,사전평가,2단계,객관식,긍정형,담화,3
1822,사전평가,2단계,객관식,해당없음,말하기+문화,2
1823,귀화용종합평가,2단계,작문형,긍정형,어휘,3
1824,사전평가,4단계,단답형,해당없음,말하기,1
1825,중간평가,1단계,작문형,부정형,말하기,3
1826,영주용종합평가,1단계,객관식,부정형,어휘,4
1827,사전평가,1단계,단답형,긍정형,문법,2
1828,사전평가,1단계,객관식,부정형,말하기+한국문화,1
1829,사전평가,3단계,구술형,긍정형,말하기+한국사회,1
1830,중간평가,1단계,객관식,긍정형,문법,4
1831,귀화용종합평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,2
1832,귀화용종합평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,1
1833,사전평가,3단계,객관식,긍정형,어휘,3
1834,중간평가,2단계,객관식,부정형,말하기+문화,3
1835,사전평가,1단계,작문형,긍정형,말하기,3
1836,영주용종합평가,1단계,구술형,부정형,말하기+한국사회,4
1837,사전평가,1단계,구술형,부정형,발음,1
1838,사전평가,2단계,작문형,부정형,쓰기,4
1839,사전평가,2단계,작문형,부정형,쓰기,1
1840,사전평가,1단계,객관식,해당없음,말하기+문화,4
1841,사전평가,3단계,단답형,부정형,말하기,3
1842,사전평가,2단계,객관식,해당없음,문화,2
1843,사전평가,1단계,단답형,해당없음,읽기,2
1844,사전평가,1단계,객관식,긍정형,발음,1
1845,사전평가,1단계,객관식,긍정형,말하기,3
1846,사전평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,3
1847,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,4
1848,사전평가,2단계,구술형,해당없음,말하기+한국문화,1
1849,사전평가,2단계,단답형,긍정형,담화,1
1850,사전평가,3단계,구술형,해당없음,발음,2
1851,귀화용종합평가,2단계,구술형,해당없음,대한민국 국민의 기본 소양,3
1852,사전평가,1단계,작문형,긍정형,대한민국 국민의 기본 소양,4
1853,사전평가,2단계,객관식,해당없음,말하기+한국문화,4
1854,사전평가,1단계,객관식,해당없음,말하기+문화,1
1855,사전평가,1단계,객관식,부정형,말하기+한국문화,4
1856,사전평가,1단계,객관식,긍정형,말하기,2
1857,사전평가,4단계,객관식,긍정형,어휘,4
1858,사전평가,5단계-한국사회-심화,구술형,부정형,말하기+한국문화,4
1859,귀화용종합평가,4단계,객관식,긍정형,문법,4
1860,영주용종합평가,1단계,객관식,해당없음,말하기+한국문화,1
1861,사전평가,1단계,구술형,부정형,문법,4
1862,사전평가,2단계,작문형,긍정형,말하기,1
1863,사전평가,2단계,객관식,해당없음,문화,2
1864,사전평가,1단계,단답형,해당없음,어휘,3
1865,사전평가,2단계,객관식,긍정형,어휘,2
1866,귀화용종합평가,2단계,작문형,긍정형,말하기+한국문화,3
1867,사전평가,5단계-한국사회-기본,객관식,긍정형,문법,1
1868,사전평가,1단계,단답형,긍정형,말하기,4
1869,영주용종합평가,3단계,객관식,부정형,어휘,3
1870,영주용종합평가,4단계,객관식,긍정형,말하기+문화,4
1871,사전평가,3단계,객관식,긍정형,어휘,1
1872,사전평가,3단계,구술형,긍정형,읽기,4
1873,중간평가,3단계,객관식,긍정형,말하기,2
1874,사전평가,4단계,객관식,해당없음,어휘,3
1875,사전평가,1단계,객관식,부정형,말하기+한국문화,2
1876,사전평가,1단계,객관식,해당없음,문화,1
1877,중간평가,1단계,작문형,긍정형,문법,1
1878,귀화용종합평가,2단계,객관식,해당없음,쓰기,1
1879,귀화용종합평가,3단계,작문형,해당없음,문화,3
1880,사전평가,2단계,객관식,부정형,문화,2
1881,사전평가,2단계,객관식,해당없음,말하기+한국사회,4
1882,사전평가,3단계,객관식,긍정형,어휘,3
1883,사전평가,3단계,작문형,긍정형,담화,4
1884,사전평가,2단계,단답형,긍정형,발음,3
1885,사전평가,1단계,객관식,부정형,읽기,4
1886,중간평가,2단계,단답형,해당없음,어휘,2
1887,사전평가,1단계,작문형,해당없음,발음,1
1888,영주용종합평가,2단계,객관식,긍정형,말하기+문화,3
1889,사전평가,5단계-한국사회-기본,객관식,긍정형,말하기,1
1890,중간평가,3단계,객관식,부정형,말하기+문화,3
1891,사전평가,3단계,객관식,해당없음,담화,1
1892,사전평가,2단계,객관식,긍정형,말하기,4
1893,사전평가,3단계,객관식,해당없음,말하기+한국문화,1
1894,사전평가,2단계,객관식,해당없음,발음,2
1895,귀화용종합평가,1단계,객관식,해당없음,말하기,2
1896,사전평가,5단계-한국사회-심화,구술형,긍정형,말하기+한국문화,1
1897,사전평가,3단계,단답형,긍정형,문화,4
1898,사전평가,3단계,객관식,긍정형,읽기,3
1899,귀화용종합평가,1단계,객관식,부정형,말하기+문화,3
1900,사전평가,3단계,객관식,해당없음,어휘,2
1901,사전평가,3단계,객관식,해당없음,말하기+한국문화,3
1902,사전평가,3단계,객관식,해당없음,담화,3
1903,사전평가,1단계,객관식,긍정형,읽기,2
1904,사전평가,1단계,객관식,긍정형,문화,4
1905,사전평가,4단계,객관식,해당없음,담화,2
1906,사전평가,1단계,구술형,부정형,대한민국 국민의 기본 소양,4
1907,사전평가,1단계,구술형,해당없음,대한민국 국민의 기본 소양,3
1908,영주용종합평가,3단계,구술형,긍정형,발음,2
1909,사전평가,3단계,구술형,긍정형,말하기+한국문화,1
1910,귀화용종합평가,3단계,작문형,해당없음,말하기+한국문화,4
1911,사전평가,1단계,객관식,긍정형,어휘,3
1912,사전평가,1단계,작문형,긍정형,말하기,4
1913,사전평가,3단계,객관식,긍정형,발음,3
1914,사전평가,3단계,단답형,긍정형,말하기,3
1915,사전평가,2단계,구술형,긍정형,읽기,3
1916,중간평가,2단계,객관식,해당없음,말하기+문화,4
1917,중간평가,4단계,객관식,부정형,담화,3
1918,귀화용종합평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,3
1919,사전평가,2단계,객관식,부정형,말하기+한국문화,4
1920,사전평가,4단계,객관식,부정형,발음,2
1921,사전평가,1단계,객관식,부정형,어휘,1
1922,영주용종합평가,5단계-한국사회-심화,구술형,해당없음,발음,3
1923,귀화용종합평가,5단계-한국사회-기본,구술형,부정형,문화,2
1924,사전평가,5단계-한국사회-심화,객관식,부정형,문법,2
1925,사전평가,1단계,객관식,해당없음,문법,4
1926,중간평가,5단계-한국사회-기본,단답형,부정형,발음,4
1927,사전평가,3단계,객관식,해당없음,어휘,2
1928,귀화용종합평가,3단계,구술형,긍정형,문화,1
1929,사전평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,4
1930,사전평가,4단계,작문형,해당없음,문화,2
1931,영주용종합평가,4단계,단답형,긍정형,발음,3
1932,영주용종합평가,2단계,객관식,긍정형,말하기,4
1933,사전평가,4단계,객관식,해당없음,말하기,3
1934,사전평가,1단계,객관식,부정형,말하기+한국문화,1
1935,사전평가,2단계,작문형,부정형,대한민국 국민의 기본 소양,1
1936,영주용종합평가,5단계-한국사회-심화,객관식,긍정형,발음,4
1937,귀화용종합평가,1단계,객관식,해당없음,읽기,4
1938,사전평가,3단계,객관식,부정형,말하기,1
1939,사전평가,5단계-한국사회-심화,객관식,긍정형,문법,1
1940,사전평가,1단계,객관식,부정형,읽기,2
1941,사전평가,2단계,객관식,부정형,읽기,1
1942,사전평가,2단계,단답형,긍정형,어휘,4
1943,사전평가,3단계,객관식,해당없음,담화,4
1944,사전평가,3단계,구술형,부정형,문법,3
1945,귀화용종합평가,2단계,객관식,부정형,말하기,2
1946,귀화용종합평가,3단계,객관식,긍정형,말하기+한국사회,4
1947,사전평가,5단계-한국사회-심화,객관식,부정형,대한민국 국민의 기본 소양,3
1948,사전평가,4단계,작문형,부정형,담화,1
1949,사전평가,2단계,객관식,긍정형,어휘,4
1950,사전평가,3단계,구술형,부정형,말하기+문화,2
1951,영주용종합평가,4단계,객관식,해당없음,말하기+한국사회,4
1952,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,2
1953,사전평가,2단계,객관식,해당없음,읽기,4
1954,사전평가,4단계,단답형,해당없음,말하기,2
1955,사전평가,4단계,객관식,부정형,발음,3
1956,영주용종합평가,5단계-한국사회-심화,객관식,긍정형,쓰기,3
1957,사전평가,2단계,단답형,긍정형,말하기+한국문화,2
1958,사전평가,4단계,객관식,긍정형,말하기,4
1959,사전평가,5단계-한국사회-심화,단답형,긍정형,발음,3
1960,중간평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,2
1961,사전평가,3단계,작문형,긍정형,말하기,2
1962,귀화용종합평가,2단계,객관식,긍정형,말하기,1
1963,사전평가,3단계,객관식,해당없음,어휘,2
1964,사전평가,2단계,객관식,해당없음,어휘,1
1965,사전평가,2단계,객관식,부정형,담화,3
1966,중간평가,3단계,객관식,해당없음,말하기+한국사회,4
1967,사전평가,1단계,객관식,긍정형,쓰기,3
1968,사전평가,2단계,객관식,긍정형,말하기+문화,4
1969,영주용종합평가,4단계,객관식,부정형,쓰기,3
1970,사전평가,5단계-한국사회-기본,객관식,부정형,문화,3
1971,영주용종합평가,3단계,객관식,해당없음,말하기,4
1972,영주용종합평가,5단계-한국사회-심화,객관식,긍정형,말하기+문화,1
1973,사전평가,5단계-한국사회-심화,객관식,부정형,쓰기,3
1974,사전평가,3단계,객관식,해당없음,담화,1
1975,사전평가,1단계,객관식,긍정형,담화,3
1976,사전평가,3단계,객관식,해당없음,쓰기,1
1977,사전평가,1단계,객관식,해당없음,말하기,3
1978,사전평가,2단계,객관식,부정형,쓰기,2
1979,귀화용종합평가,2단계,객관식,부정형,쓰기,2
1980,사전평가,2단계,객관식,해당없음,읽기,2
1981,사전평가,2단계,구술형,해당없음,말하기,1
1982,귀화용종합평가,4단계,객관식,긍정형,어휘,3
1983,사전평가,3단계,객관식,부정형,말하기+한국문화,4
1984,귀화용종합평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,2
1985,사전평가,2단계,객관식,해당없음,발음,3
1986,사전평가,1단계,구술형,부정형,읽기,1
1987,사전평가,5단계-한국사회-심화,객관식,부정형,대한민국 국민의 기본 소양,3
1988,영주용종합평가,2단계,객관식,부정형,발음,2
1989,사전평가,4단계,객관식,긍정형,발음,2
1990,귀화용종합평가,3단계,작문형,긍정형,담화,4
1991,사전평가,1단계,객관식,부정형,담화,4
1992,사전평가,1단계,객관식,긍정형,말하기+한국문화,3
1993,귀화용종합평가,3단계,객관식,해당없음,쓰기,4
1994,사전평가,3단계,단답형,긍정형,문법,1
1995,귀화용종합평가,1단계,객관식,긍정형,읽기,2
1996,사전평가,3단계,객관식,해당없음,말하기+한국사회,4
1997,중간평가,1단계,객관식,부정형,어휘,2
