문항코드,평가종류,출제단계,문항유형,감성,평가영역,정답
14751,사전평가,3단계,객관식,해당없음,말하기+문화,4
14752,사전평가,5단계-한국사회-심화,객관식,긍정형,말하기+한국문화,4
14753,영주용종합평가,4단계,작문형,긍정형,대한민국 국민의 기본 소양,3
14754,영주용종합평가,1단계,작문형,긍정형,담화,2
14755,사전평가,3단계,객관식,부정형,말하기+한국사회,2
14756,사전평가,4단계,구술형,해당없음,대한민국 국민의 기본 소양,4
14757,사전평가,4단계,단답형,부정형,발음,3
14758,사전평가,3단계,객관식,부정형,어휘,3
14759,사전평가,5단계-한국사회-심화,객관식,부정형,대한민국 국민의 기본 소양,3
14760,중간평가,1단계,구술형,긍정형,문화,2
14761,사전평가,1단계,작문형,부정형,발음,1
14762,영주용종합평가,3단계,객관식,부정형,문화,2
14763,귀화용종합평가,5단계-한국사회-심화,객관식,해당없음,말하기,4
14764,사전평가,1단계,객관식,해당없음,발음,4
14765,귀화용종합평가,1단계,객관식,부정형,말하기+문화,4
14766,귀화용종합평가,2단계,객관식,긍정형,담화,2
14767,사전평가,1단계,구술형,해당없음,어휘,3
14768,영주용종합평가,2단계,객관식,해당없음,말하기+문화,2
14769,중간평가,2단계,객관식,해당없음,말하기+문화,4
14770,사전평가,3단계,객관식,긍정형,담화,2
14771,중간평가,2단계,작문형,긍정형,문법,4
14772,사전평가,1단계,객관식,긍정형,어휘,3
14773,사전평가,1단계,객관식,해당없음,말하기+한국사회,1
14774,중간평가,1단계,객관식,부정형,읽기,1
14775,영주용종합평가,2단계,객관식,해당없음,읽기,4
14776,영주용종합평가,4단계,객관식,해당없음,읽기,3
14777,사전평가,2단계,객관식,부정형,문화,4
14778,사전평가,3단계,객관식,긍정형,담화,3
14779,사전평가,3단계,객관식,긍정형,발음,3
14780,영주용종합평가,1단계,작문형,해당없음,쓰기,2
14781,사전평가,5단계-한국사회-심화,객관식,부정형,말하기+한국문화,2
14782,사전평가,3단계,객관식,부정형,쓰기,2
14783,사전평가,2단계,객관식,긍정형,문법,2
14784,사전평가,2단계,객관식,부정형,말하기,2
14785,귀화용종합평가,1단계,객관식,긍정형,말하기,3
14786,사전평가,2단계,객관식,해당없음,말하기+한국사회,3
14787,귀화용종합평가,1단계,객관식,긍정형,문법,3
14788,사전평가,3단계,단답형,부정형,담화,2
14789,귀화용종합평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,4
14790,영주용종합평가,1단계,객관식,긍정형,쓰기,2
14791,사전평가,5단계-한국사회-기본,객관식,부정형,발음,3
14792,사전평가,3단계,단답형,해당없음,읽기,2
14793,사전평가,5단계-한국사회-기본,객관식,해당없음,말하기,1
14794,사전평가,3단계,객관식,긍정형,담화,3
14795,사전평가,2단계,객관식,해당없음,말하기+문화,2
14796,사전평가,1단계,객관식,부정형,말하기,1
14797,사전평가,2단계,작문형,해당없음,담화,1
14798,사전평가,2단계,객관식,해당없음,문법,1
14799,귀화용종합평가,1단계,작문형,긍정형,말하기+한국사회,3
14800,사전평가,2단계,객관식,부정형,문화,1
14801,사전평가,2단계,객관식,부정형,말하기,1
14802,사전평가,1단계,객관식,해당없음,문법,4
14803,사전평가,5단계-한국사회-기본,객관식,긍정형,말하기+한국문화,1
14804,사전평가,3단계,객관식,긍정형,문법,4
14805,사전평가,1단계,객관식,해당없음,문화,1
14806,영주용종합평가,3단계,작문형,해당없음,말하기+한국사회,4
14807,사전평가,2단계,객관식,해당없음,말하기+문화,1
14808,사전평가,1단계,객관식,해당없음,말하기+한국사회,4
14809,사전평가,3단계,객관식,긍정형,말하기,2
14810,사전평가,2단계,객관식,해당없음,읽기,2
14811,귀화용종합평가,5단계-한국사회-기본,객관식,부정형,어휘,1
14812,사전평가,5단계-한국사회-심화,작문형,부정형,대한민국 국민의 기본 소양,4
14813,중간평가,4단계,객관식,해당없음,대한민국 국민의 기본 소양,3
14814,중간평가,1단계,객관식,해당없음,발음,1
14815,사전평가,2단계,객관식,해당없음,문법,4
14816,사전평가,3단계,작문형,부정형,말하기+한국문화,3
14817,사전평가,2단계,객관식,해당없음,말하기,4
14818,귀화용종합평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,3
14819,사전평가,2단계,객관식,긍정형,문법,3
14820,사전평가,2단계,객관식,부정형,문화,2
14821,사전평가,2단계,객관식,긍정형,말하기+문화,1
14822,귀화용종합평가,3단계,객관식,해당없음,말하기+한국문화,4
14823,귀화용종합평가,4단계,객관식,부정형,읽기,3
14824,사전평가,1단계,객관식,해당없음,발음,4
14825,영주용종합평가,2단계,객관식,부정형,말하기+문화,4
14826,귀화용종합평가,5단계-한국사회-심화,객관식,부정형,대한민국 국민의 기본 소양,2
14827,사전평가,3단계,객관식,해당없음,읽기,2
14828,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,2
14829,영주용종합평가,3단계,객관식,긍정형,쓰기,4
14830,사전평가,3단계,작문형,해당없음,말하기+한국문화,4
14831,귀화용종합평가,3단계,객관식,해당없음,발음,1
14832,사전평가,3단계,구술형,부정형,문법,1
14833,사전평가,2단계,객관식,해당없음,말하기,2
14834,사전평가,3단계,구술형,해당없음,쓰기,4
14835,사전평가,4단계,작문형,긍정형,문화,1
14836,사전평가,5단계-한국사회-심화,객관식,긍정형,대한민국 국민의 기본 소양,1
14837,사전평가,2단계,객관식,해당없음,쓰기,1
14838,사전평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,1
14839,귀화용종합평가,3단계,객관식,부정형,읽기,2
14840,귀화용종합평가,5단계-한국사회-기본,객관식,해당없음,말하기+문화,2
14841,사전평가,1단계,단답형,긍정형,담화,3
14842,사전평가,3단계,객관식,긍정형,읽기,1
14843,사전평가,2단계,객관식,부정형,발음,2
14844,영주용종합평가,4단계,객관식,부정형,쓰기,2
14845,영주용종합평가,3단계,단답형,부정형,담화,4
14846,사전평가,2단계,단답형,긍정형,읽기,4
14847,사전평가,3단계,객관식,부정형,말하기+한국문화,3
14848,사전평가,1단계,객관식,부정형,말하기+문화,3
14849,사전평가,5단계-한국사회-기본,객관식,부정형,발음,2
14850,사전평가,1단계,객관식,긍정형,말하기+한국사회,3
14851,중간평가,5단계-한국사회-기본,객관식,해당없음,발음,1
14852,사전평가,1단계,객관식,부정형,말하기+한국사회,2
14853,사전평가,2단계,객관식,긍정형,어휘,1
14854,사전평가,1단계,객관식,해당없음,문법,2
14855,사전평가,2단계,작문형,긍정형,문화,4
14856,사전평가,5단계-한국사회-심화,객관식,긍정형,담화,4
14857,중간평가,3단계,객관식,부정형,어휘,3
14858,사전평가,5단계-한국사회-기본,객관식,부정형,말하기+한국문화,3
14859,중간평가,3단계,객관식,부정형,발음,2
14860,귀화용종합평가,2단계,구술형,긍정형,쓰기,4
14861,사전평가,2단계,객관식,해당없음,말하기,2
14862,사전평가,1단계,작문형,부정형,말하기+한국사회,3
14863,사전평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,3
14864,사전평가,1단계,단답형,부정형,말하기+문화,2
14865,사전평가,2단계,객관식,해당없음,발음,3
14866,귀화용종합평가,2단계,객관식,긍정형,쓰기,2
14867,사전평가,3단계,객관식,긍정형,문화,3
14868,사전평가,5단계-한국사회-기본,객관식,부정형,쓰기,2
14869,사전평가,2단계,구술형,긍정형,발음,4
14870,사전평가,2단계,객관식,해당없음,말하기+문화,1
14871,중간평가,5단계-한국사회-기본,객관식,긍정형,말하기+한국사회,3
14872,사전평가,3단계,객관식,긍정형,대한민국 국민의 기본 소양,2
14873,사전평가,2단계,객관식,긍정형,담화,2
14874,영주용종합평가,3단계,구술형,부정형,읽기,2
14875,사전평가,2단계,객관식,긍정형,말하기+문화,3
14876,사전평가,3단계,작문형,부정형,말하기+한국사회,1
14877,귀화용종합평가,1단계,구술형,긍정형,말하기,1
14878,사전평가,2단계,객관식,해당없음,말하기,3
14879,사전평가,5단계-한국사회-기본,객관식,긍정형,발음,1
14880,사전평가,1단계,객관식,부정형,어휘,2
14881,사전평가,1단계,객관식,해당없음,쓰기,2
14882,중간평가,5단계-한국사회-기본,단답형,해당없음,어휘,2
14883,사전평가,2단계,객관식,긍정형,말하기,4
14884,사전평가,1단계,객관식,긍정형,말하기+문화,4
14885,영주용종합평가,4단계,객관식,부정형,말하기+한국사회,4
14886,사전평가,5단계-한국사회-기본,객관식,부정형,문화,4
14887,사전평가,1단계,객관식,부정형,어휘,2
14888,사전평가,1단계,객관식,긍정형,말하기+문화,4
14889,사전평가,4단계,단답형,부정형,읽기,3
14890,사전평가,1단계,객관식,해당없음,말하기+한국사회,2
14891,귀화용종합평가,4단계,객관식,긍정형,쓰기,1
14892,사전평가,1단계,객관식,부정형,담화,4
14893,중간평가,4단계,객관식,해당없음,대한민국 국민의 기본 소양,3
14894,사전평가,2단계,객관식,해당없음,말하기,2
14895,사전평가,5단계-한국사회-심화,객관식,해당없음,담화,2
14896,중간평가,2단계,객관식,부정형,문법,3
14897,사전평가,1단계,객관식,긍정형,말하기+문화,1
14898,사전평가,5단계-한국사회-심화,객관식,해당없음,말하기,2
14899,사전평가,3단계,객관식,긍정형,말하기+한국문화,4
14900,사전평가,1단계,구술형,긍정형,어휘,1
14901,영주용종합평가,3단계,객관식,긍정형,읽기,4
14902,사전평가,3단계,객관식,부정형,읽기,1
14903,사전평가,1단계,객관식,긍정형,문법,1
14904,사전평가,1단계,객관식,긍정형,어휘,1
14905,사전평가,2단계,객관식,긍정형,담화,2
14906,사전평가,1단계,객관식,긍정형,말하기,4
14907,사전평가,2단계,객관식,부정형,발음,1
14908,사전평가,3단계,객관식,긍정형,발음,3
14909,사전평가,3단계,객관식,긍정형,말하기+한국문화,3
14910,사전평가,5단계-한국사회-심화,단답형,해당없음,문법,4
14911,사전평가,3단계,객관식,해당없음,문화,2
14912,사전평가,2단계,객관식,해당없음,읽기,2
14913,사전평가,3단계,작문형,긍정형,말하기+한국사회,3
14914,사전평가,1단계,작문형,부정형,말하기,2
14915,중간평가,1단계,객관식,긍정형,쓰기,4
14916,영주용종합평가,1단계,객관식,해당없음,문화,4
14917,사전평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,2
14918,사전평가,3단계,객관식,해당없음,문화,4
14919,사전평가,2단계,객관식,부정형,읽기,4
14920,사전평가,5단계-한국사회-기본,작문형,긍정형,담화,1
14921,중간평가,4단계,구술형,부정형,말하기,3
14922,영주용종합평가,2단계,구술형,긍정형,말하기+문화,3
14923,사전평가,5단계-한국사회-심화,작문형,긍정형,문화,2
14924,사전평가,1단계,객관식,해당없음,말하기+한국사회,3
14925,사전평가,2단계,객관식,긍정형,말하기+한국문화,3
14926,중간평가,3단계,구술형,긍정형,말하기,2
14927,사전평가,1단계,객관식,긍정형,읽기,2
14928,사전평가,2단계,객관식,해당없음,담화,1
14929,영주용종합평가,1단계,객관식,부정형,문화,1
14930,사전평가,1단계,객관식,해당없음,말하기+한국사회,4
14931,귀화용종합평가,2단계,객관식,긍정형,읽기,1
14932,사전평가,5단계-한국사회-기본,객관식,부정형,문법,3
14933,사전평가,1단계,구술형,부정형,말하기,3
14934,중간평가,2단계,구술형,긍정형,말하기,4
14935,중간평가,4단계,객관식,부정형,말하기,1
14936,사전평가,4단계,작문형,부정형,발음,2
14937,영주용종합평가,3단계,객관식,부정형,어휘,1
14938,중간평가,4단계,객관식,부정형,발음,1
14939,사전평가,3단계,객관식,부정형,문법,2
14940,사전평가,2단계,작문형,해당없음,말하기+문화,1
14941,사전평가,3단계,객관식,부정형,발음,4
14942,영주용종합평가,2단계,객관식,긍정형,어휘,1
14943,사전평가,3단계,객관식,긍정형,문화,4
14944,중간평가,3단계,단답형,부정형,문법,4
14945,사전평가,3단계,단답형,부정형,읽기,3
14946,사전평가,3단계,객관식,긍정형,담화,1
14947,사전평가,1단계,단답형,긍정형,문법,1
14948,사전평가,2단계,객관식,긍정형,문법,4
14949,사전평가,4단계,작문형,부정형,문화,2
14950,사전평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,4
14951,사전평가,5단계-한국사회-기본,객관식,부정형,말하기+한국사회,4
14952,사전평가,3단계,객관식,해당없음,읽기,2
14953,사전평가,1단계,구술형,해당없음,말하기+한국문화,2
14954,귀화용종합평가,5단계-한국사회-심화,객관식,해당없음,말하기+한국사회,1
14955,귀화용종합평가,4단계,객관식,긍정형,발음,2
14956,영주용종합평가,4단계,작문형,긍정형,대한민국 국민의 기본 소양,1
14957,사전평가,2단계,객관식,긍정형,발음,2
14958,영주용종합평가,1단계,객관식,해당없음,발음,1
14959,중간평가,5단계-한국사회-기본,객관식,부정형,담화,2
14960,사전평가,1단계,객관식,부정형,말하기+한국사회,2
14961,사전평가,2단계,객관식,긍정형,어휘,3
14962,사전평가,3단계,객관식,부정형,담화,2
14963,사전평가,1단계,객관식,부정형,문법,1
14964,사전평가,2단계,객관식,긍정형,말하기+한국문화,4
14965,사전평가,4단계,작문형,해당없음,말하기+한국사회,3
14966,사전평가,1단계,객관식,부정형,읽기,3
14967,귀화용종합평가,4단계,객관식,해당없음,말하기,4
14968,귀화용종합평가,1단계,객관식,해당없음,말하기+한국문화,2
14969,사전평가,4단계,객관식,해당없음,말하기+한국문화,1
14970,사전평가,1단계,객관식,해당없음,말하기+한국문화,3
14971,사전평가,1단계,객관식,해당없음,말하기+한국문화,2
14972,사전평가,3단계,단답형,긍정형,담화,2
14973,중간평가,1단계,객관식,해당없음,읽기,2
14974,사전평가,1단계,객관식,해당없음,읽기,2
14975,사전평가,2단계,객관식,부정형,말하기+문화,4
14976,사전평가,1단계,작문형,부정형,쓰기,2
14977,사전평가,3단계,객관식,해당없음,발음,1
14978,영주용종합평가,5단계-한국사회-기본,객관식,부정형,대한민국 국민의 기본 소양,4
14979,사전평가,2단계,객관식,부정형,말하기+문화,4
14980,사전평가,4단계,단답형,해당없음,문법,4
14981,귀화용종합평가,3단계,객관식,긍정형,말하기,1
14982,사전평가,5단계-한국사회-기본,객관식,부정형,문화,4
14983,귀화용종합평가,1단계,객관식,긍정형,읽기,2
14984,사전평가,2단계,객관식,해당없음,어휘,2
14985,중간평가,3단계,객관식,부정형,읽기,4
14986,사전평가,4단계,객관식,긍정형,말하기+문화,3
14987,사전평가,2단계,객관식,해당없음,말하기+문화,1
14988,사전평가,3단계,단답형,긍정형,쓰기,2
14989,중간평가,3단계,객관식,긍정형,발음,1
14990,중간평가,1단계,객관식,긍정형,문화,2
14991,영주용종합평가,3단계,객관식,긍정형,문법,3
14992,사전평가,4단계,객관식,해당없음,말하기+한국문화,1
14993,사전평가,2단계,객관식,해당없음,쓰기,3
14994,사전평가,2단계,객관식,해당없음,말하기+한국문화,4
14995,중간평가,2단계,객관식,해당없음,말하기+한국사회,4
14996,사전평가,2단계,객관식,긍정형,문법,4
14997,중간평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,1
14998,사전평가,2단계,객관식,부정형,말하기,3
14999,사전평가,1단계,객관식,해당없음,문법,3
15000,사전평가,5단계-한국사회-심화,객관식,긍정형,말하기+한국문화,4
15001,사전평가,2단계,작문형,부정형,말하기+한국사회,1
15002,사전평가,3단계,객관식,해당없음,말하기+문화,3
15003,사전평가,2단계,작문형,긍정형,쓰기,2
15004,중간평가,5단계-한국사회-기본,객관식,부정형,대한민국 국민의 기본 소양,2
15005,사전평가,1단계,객관식,해당없음,말하기+문화,4
15006,중간평가,2단계,객관식,부정형,쓰기,4
15007,영주용종합평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,3
15008,중간평가,1단계,단답형,긍정형,말하기+한국문화,3
15009,사전평가,2단계,작문형,긍정형,말하기+한국문화,2
15010,사전평가,1단계,객관식,긍정형,말하기+한국문화,4
15011,중간평가,5단계-한국사회-심화,객관식,해당없음,쓰기,1
15012,사전평가,2단계,객관식,긍정형,쓰기,4
15013,중간평가,1단계,작문형,긍정형,말하기,1
15014,귀화용종합평가,4단계,객관식,긍정형,말하기,4
15015,사전평가,2단계,객관식,해당없음,말하기+한국사회,2
15016,사전평가,5단계-한국사회-심화,객관식,해당없음,문화,1
15017,사전평가,5단계-한국사회-기본,객관식,해당없음,말하기+한국문화,2
15018,사전평가,2단계,객관식,부정형,어휘,3
15019,사전평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,4
15020,중간평가,2단계,객관식,해당없음,발음,2
15021,중간평가,3단계,구술형,긍정형,쓰기,3
15022,사전평가,2단계,객관식,부정형,문법,3
15023,사전평가,3단계,객관식,부정형,문법,2
15024,사전평가,2단계,객관식,긍정형,쓰기,4
15025,사전평가,2단계,구술형,해당없음,말하기+한국문화,1
15026,사전평가,2단계,객관식,해당없음,읽기,4
15027,중간평가,5단계-한국사회-기본,객관식,긍정형,말하기+문화,1
15028,사전평가,3단계,객관식,해당없음,읽기,2
15029,영주용종합평가,1단계,단답형,부정형,발음,4
15030,사전평가,1단계,구술형,해당없음,대한민국 국민의 기본 소양,3
15031,귀화용종합평가,2단계,객관식,긍정형,문법,2
15032,영주용종합평가,1단계,객관식,해당없음,문법,3
15033,사전평가,3단계,객관식,부정형,문화,1
15034,사전평가,2단계,단답형,부정형,말하기,3
15035,중간평가,1단계,단답형,부정형,말하기+한국사회,1
15036,사전평가,1단계,객관식,긍정형,읽기,3
15037,사전평가,1단계,객관식,부정형,발음,1
15038,사전평가,2단계,작문형,해당없음,어휘,4
15039,사전평가,3단계,객관식,해당없음,말하기,3
15040,귀화용종합평가,1단계,객관식,부정형,말하기+한국사회,1
15041,사전평가,3단계,객관식,해당없음,담화,2
15042,영주용종합평가,1단계,구술형,긍정형,말하기,2
15043,사전평가,1단계,객관식,해당없음,문화,3
15044,사전평가,3단계,객관식,부정형,담화,3
15045,사전평가,2단계,구술형,긍정형,대한민국 국민의 기본 소양,1
15046,사전평가,3단계,구술형,긍정형,담화,1
15047,사전평가,3단계,구술형,부정형,말하기+문화,2
15048,사전평가,5단계-한국사회-기본,단답형,해당없음,어휘,3
15049,사전평가,1단계,단답형,해당없음,말하기,3
15050,사전평가,5단계-한국사회-심화,객관식,부정형,문법,2
15051,사전평가,2단계,객관식,부정형,읽기,4
15052,사전평가,4단계,구술형,부정형,문법,2
15053,사전평가,2단계,객관식,해당없음,말하기+문화,2
15054,사전평가,3단계,객관식,부정형,문화,2
15055,귀화용종합평가,1단계,객관식,긍정형,읽기,2
15056,귀화용종합평가,1단계,객관식,부정형,문법,3
15057,사전평가,2단계,객관식,해당없음,문화,2
15058,중간평가,4단계,객관식,부정형,담화,4
15059,중간평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,3
15060,영주용종합평가,4단계,객관식,부정형,말하기,1
15061,사전평가,1단계,작문형,부정형,대한민국 국민의 기본 소양,4
15062,중간평가,2단계,작문형,긍정형,발음,4
15063,중간평가,3단계,단답형,부정형,말하기+문화,2
15064,사전평가,2단계,구술형,해당없음,문법,3
15065,귀화용종합평가,4단계,객관식,부정형,말하기+한국사회,1
15066,사전평가,5단계-한국사회-심화,객관식,긍정형,말하기+한국사회,3
15067,영주용종합평가,2단계,객관식,부정형,읽기,1
15068,사전평가,2단계,객관식,해당없음,말하기+한국문화,3
15069,사전평가,4단계,객관식,긍정형,문법,1
15070,중간평가,1단계,구술형,해당없음,말하기+한국사회,3
15071,사전평가,1단계,단답형,해당없음,담화,2
15072,사전평가,2단계,객관식,긍정형,문화,4
15073,사전평가,1단계,객관식,긍정형,쓰기,3
15074,사전평가,1단계,구술형,긍정형,쓰기,1
15075,영주용종합평가,1단계,객관식,긍정형,말하기+한국사회,4
15076,사전평가,4단계,객관식,해당없음,말하기+한국사회,4
15077,중간평가,1단계,객관식,부정형,어휘,4
15078,영주용종합평가,2단계,작문형,해당없음,쓰기,4
15079,사전평가,3단계,객관식,해당없음,어휘,4
15080,사전평가,1단계,객관식,긍정형,대한민국 국민의 기본 소양,1
15081,사전평가,1단계,객관식,부정형,말하기,4
15082,귀화용종합평가,2단계,객관식,부정형,말하기+한국사회,3
15083,사전평가,1단계,객관식,부정형,어휘,2
15084,사전평가,2단계,객관식,긍정형,문화,1
15085,사전평가,2단계,객관식,부정형,발음,3
15086,사전평가,1단계,객관식,부정형,말하기+한국문화,4
15087,사전평가,1단계,객관식,해당없음,말하기,3
15088,사전평가,2단계,구술형,긍정형,말하기+한국사회,2
15089,사전평가,1단계,객관식,해당없음,말하기+문화,1
15090,사전평가,2단계,객관식,긍정형,어휘,2
15091,사전평가,3단계,객관식,부정형,말하기+한국문화,1
15092,영주용종합평가,2단계,객관식,부정형,대한민국 국민의 기본 소양,4
15093,사전평가,3단계,객관식,부정형,담화,4
15094,사전평가,2단계,객관식,해당없음,말하기+문화,2
15095,영주용종합평가,3단계,객관식,해당없음,발음,2
15096,영주용종합평가,3단계,객관식,긍정형,어휘,4
15097,영주용종합평가,4단계,객관식,해당없음,말하기,3
15098,사전평가,1단계,객관식,긍정형,문화,4
15099,사전평가,1단계,객관식,부정형,담화,4
15100,사전평가,3단계,작문형,긍정형,문화,3
15101,사전평가,3단계,객관식,해당없음,대한민국 국민의 기본 소양,1
15102,중간평가,5단계-한국사회-심화,작문형,부정형,읽기,4
15103,사전평가,2단계,객관식,긍정형,담화,3
15104,사전평가,3단계,구술형,부정형,말하기,1
15105,사전평가,3단계,객관식,해당없음,말하기,2
15106,사전평가,5단계-한국사회-심화,단답형,긍정형,담화,1
15107,중간평가,2단계,객관식,긍정형,발음,4
15108,사전평가,1단계,작문형,부정형,어휘,3
15109,귀화용종합평가,2단계,객관식,부정형,문법,3
15110,사전평가,2단계,구술형,긍정형,말하기+한국사회,4
15111,귀화용종합평가,3단계,작문형,부정형,문법,1
15112,사전평가,5단계-한국사회-기본,단답형,부정형,말하기+한국문화,3
15113,사전평가,4단계,구술형,해당없음,말하기+한국문화,4
15114,사전평가,1단계,객관식,부정형,말하기+한국문화,4
15115,사전평가,3단계,객관식,해당없음,발음,3
15116,사전평가,5단계-한국사회-심화,객관식,긍정형,말하기+한국사회,4
15117,영주용종합평가,2단계,구술형,해당없음,문법,4
15118,영주용종합평가,5단계-한국사회-심화,단답형,긍정형,발음,4
15119,중간평가,2단계,객관식,해당없음,담화,2
15120,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,3
15121,사전평가,1단계,구술형,해당없음,말하기+한국문화,3
15122,중간평가,2단계,객관식,긍정형,발음,4
15123,사전평가,2단계,객관식,긍정형,어휘,1
15124,사전평가,3단계,단답형,긍정형,읽기,2
15125,사전평가,1단계,객관식,부정형,문화,3
15126,사전평가,2단계,객관식,긍정형,말하기+한국사회,1
15127,사전평가,3단계,객관식,긍정형,읽기,4
15128,귀화용종합평가,3단계,구술형,해당없음,대한민국 국민의 기본 소양,1
15129,사전평가,2단계,단답형,긍정형,대한민국 국민의 기본 소양,2
15130,사전평가,1단계,객관식,해당없음,어휘,1
15131,귀화용종합평가,1단계,객관식,부정형,말하기+문화,3
15132,사전평가,2단계,객관식,해당없음,담화,3
15133,사전평가,1단계,객관식,부정형,문화,2
15134,사전평가,3단계,객관식,부정형,어휘,2
15135,사전평가,4단계,객관식,부정형,읽기,3
15136,사전평가,1단계,객관식,해당없음,말하기,3
15137,사전평가,4단계,객관식,긍정형,어휘,3
15138,사전평가,1단계,구술형,해당없음,담화,3
15139,사전평가,2단계,객관식,해당없음,말하기+문화,1
15140,중간평가,5단계-한국사회-심화,객관식,긍정형,발음,2
15141,사전평가,2단계,객관식,해당없음,발음,4
15142,중간평가,1단계,단답형,해당없음,문화,3
15143,영주용종합평가,1단계,객관식,해당없음,말하기+한국문화,2
15144,사전평가,2단계,객관식,긍정형,쓰기,3
15145,영주용종합평가,1단계,객관식,해당없음,말하기,1
15146,사전평가,3단계,작문형,긍정형,읽기,1
15147,사전평가,1단계,객관식,해당없음,말하기+한국문화,1
15148,영주용종합평가,1단계,단답형,긍정형,말하기+한국문화,2
15149,사전평가,1단계,단답형,긍정형,발음,1
15150,귀화용종합평가,2단계,객관식,부정형,말하기,2
15151,사전평가,1단계,객관식,부정형,말하기+문화,3
15152,사전평가,2단계,객관식,긍정형,대한민국 국민의 기본 소양,1
15153,사전평가,3단계,객관식,해당없음,말하기,2
15154,사전평가,5단계-한국사회-기본,객관식,부정형,대한민국 국민의 기본 소양,3
15155,사전평가,4단계,객관식,부정형,대한민국 국민의 기본 소양,3
15156,사전평가,4단계,객관식,긍정형,읽기,2
15157,사전평가,1단계,객관식,해당없음,담화,4
15158,사전평가,5단계-한국사회-기본,객관식,부정형,담화,3
15159,사전평가,1단계,객관식,부정형,쓰기,4
15160,사전평가,2단계,객관식,부정형,발음,3
15161,사전평가,1단계,작문형,부정형,담화,2
15162,사전평가,1단계,객관식,해당없음,말하기+한국사회,4
15163,사전평가,3단계,객관식,부정형,말하기+한국사회,4
15164,중간평가,2단계,작문형,긍정형,대한민국 국민의 기본 소양,3
15165,사전평가,1단계,객관식,해당없음,발음,3
15166,사전평가,4단계,객관식,해당없음,발음,4
15167,사전평가,1단계,객관식,부정형,대한민국 국민의 기본 소양,4
15168,사전평가,1단계,단답형,해당없음,대한민국 국민의 기본 소양,2
15169,사전평가,3단계,구술형,부정형,말하기+한국사회,3
15170,사전평가,1단계,단답형,부정형,어휘,4
15171,사전평가,1단계,객관식,부정형,문법,1
15172,중간평가,2단계,구술형,부정형,어휘,1
15173,사전평가,1단계,객관식,긍정형,말하기,2
15174,사전평가,1단계,작문형,해당없음,문화,1
15175,사전평가,5단계-한국사회-심화,객관식,긍정형,대한민국 국민의 기본 소양,4
15176,사전평가,1단계,객관식,부정형,읽기,4
15177,영주용종합평가,2단계,객관식,긍정형,발음,1
15178,중간평가,2단계,작문형,부정형,쓰기,1
15179,중간평가,2단계,객관식,긍정형,말하기+한국사회,2
15180,중간평가,4단계,객관식,부정형,말하기+한국문화,1
15181,귀화용종합평가,1단계,객관식,부정형,담화,2
15182,중간평가,3단계,객관식,부정형,발음,2
15183,귀화용종합평가,2단계,객관식,긍정형,말하기+한국사회,2
15184,사전평가,3단계,객관식,긍정형,어휘,4
15185,귀화용종합평가,1단계,객관식,해당없음,대한민국 국민의 기본 소양,3
15186,사전평가,1단계,객관식,긍정형,말하기+한국문화,4
15187,사전평가,2단계,구술형,긍정형,발음,4
15188,사전평가,2단계,객관식,긍정형,문화,1
15189,중간평가,4단계,객관식,부정형,쓰기,3
15190,사전평가,1단계,객관식,긍정형,어휘,2
15191,사전평가,3단계,작문형,해당없음,담화,3
15192,중간평가,3단계,객관식,부정형,문법,1
15193,사전평가,1단계,단답형,긍정형,말하기,4
15194,중간평가,2단계,객관식,해당없음,대한민국 국민의 기본 소양,2
15195,중간평가,1단계,객관식,부정형,발음,3
15196,사전평가,2단계,구술형,부정형,말하기+한국문화,2
15197,사전평가,2단계,작문형,긍정형,문화,4
15198,사전평가,3단계,구술형,해당없음,말하기+문화,2
15199,중간평가,3단계,구술형,부정형,어휘,4
15200,중간평가,1단계,작문형,긍정형,읽기,2
15201,사전평가,3단계,객관식,긍정형,읽기,4
15202,사전평가,3단계,단답형,긍정형,담화,3
15203,영주용종합평가,1단계,객관식,해당없음,발음,2
15204,사전평가,2단계,구술형,해당없음,발음,4
15205,사전평가,3단계,객관식,긍정형,쓰기,4
15206,사전평가,1단계,단답형,부정형,쓰기,2
15207,사전평가,4단계,단답형,부정형,말하기+문화,2
15208,중간평가,4단계,객관식,부정형,어휘,2
15209,사전평가,1단계,객관식,해당없음,문법,2
15210,사전평가,1단계,객관식,부정형,말하기+한국사회,1
15211,사전평가,3단계,객관식,부정형,쓰기,2
15212,사전평가,2단계,작문형,해당없음,말하기+문화,2
15213,사전평가,1단계,객관식,해당없음,문법,1
15214,사전평가,3단계,객관식,부정형,대한민국 국민의 기본 소양,1
15215,귀화용종합평가,1단계,객관식,해당없음,말하기+한국사회,4
15216,사전평가,1단계,객관식,긍정형,담화,1
